restaurant_id,name,address,coordinates,inserted_at_timestamp,location,rating,review_count,zip_code,cuisine
PqqnNrUtU7XTKQvUM4cyqQ,Bar Verde,"""['65 2nd Ave', 'New York, NY 10003']""","""{'latitude': 40.7260849061034, 'longitude': -73.9897361397743}""",2024-02-19 14:01:18.486628,"""{'address1': '65 2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['65 2nd Ave', 'New York, NY 10003']}""",4.4,455,10003,Italian
XaEFFUabnbH8ZF7ccmSAlQ,South Of The Clouds,"""['16 W 8th St', 'New York, NY 10011']""","""{'latitude': 40.73264, 'longitude': -73.99752}""",2024-02-19 14:01:18.131596,"""{'address1': '16 W 8th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['16 W 8th St', 'New York, NY 10011']}""",3.9,254,10011,Italian
2vVL7xcduF10PN17h6FQaA,Bad Hombre,"""['29 Second Ave', 'New York, NY 10003']""","""{'latitude': 40.724695, 'longitude': -73.990888}""",2024-02-19 14:01:33.657712,"""{'address1': '29 Second Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['29 Second Ave', 'New York, NY 10003']}""",5.0,5,10003,Italian
iu1TLnNH13AdBDg_LmnuHQ,Lunar,"""['12 E 37th St', 'New York, NY 10016']""","""{'latitude': 40.74981466503257, 'longitude': -73.98231633276964}""",2024-02-19 14:01:10.223053,"""{'address1': '12 E 37th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['12 E 37th St', 'New York, NY 10016']}""",4.6,14,10016,Italian
0Tvwk0hvgaY0QVIsZGTZKQ,Antica Ristorante,"""['8 Stone St', 'New York, NY 10004']""","""{'latitude': 40.7039355145338, 'longitude': -74.0121731758117}""",2024-02-19 14:01:02.331652,"""{'address1': '8 Stone St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['8 Stone St', 'New York, NY 10004']}""",4.3,573,10004,Italian
oe8GEFE4QLFAKt87y7zcgA,Very Fresh Noodles,"""['409 W 15th St', 'New York, NY 10011']""","""{'latitude': 40.74207, 'longitude': -74.00565}""",2024-02-19 14:01:10.743985,"""{'address1': '409 W 15th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['409 W 15th St', 'New York, NY 10011']}""",4.4,1521,10011,Italian
h37t9rA06Sr4EetJjKrfzw,Don Angie,"""['103 Greenwich Ave', 'New York, NY 10014']""","""{'latitude': 40.73778, 'longitude': -74.00197}""",2024-02-19 14:01:02.423706,"""{'address1': '103 Greenwich Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['103 Greenwich Ave', 'New York, NY 10014']}""",4.5,847,10014,Italian
4zw8vEJNc4mcHh2ARzj2gw,Osteria Brooklyn,"""['458 Myrtle Ave', 'Brooklyn, NY 11205']""","""{'latitude': 40.693154, 'longitude': -73.967177}""",2024-02-19 14:01:02.047160,"""{'address1': '458 Myrtle Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['458 Myrtle Ave', 'Brooklyn, NY 11205']}""",4.4,266,11205,Italian
4FD0TAxe70nb3ngk3sXF9Q,Uluh,"""['152 2nd Ave', 'Ste A', 'New York, NY 10003']""","""{'latitude': 40.729354, 'longitude': -73.98665}""",2024-02-19 14:01:03.111972,"""{'address1': '152 2nd Ave', 'address2': 'Ste A', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['152 2nd Ave', 'Ste A', 'New York, NY 10003']}""",4.4,947,10003,Italian
mhrLDFTxUzW2koRAzjlt5g,Chavela's,"""['736 Franklin Ave', 'Brooklyn, NY 11238']""","""{'latitude': 40.673484, 'longitude': -73.957267}""",2024-02-19 14:01:18.977375,"""{'address1': '736 Franklin Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['736 Franklin Ave', 'Brooklyn, NY 11238']}""",3.9,1303,11238,Italian
CFR-HzVHKWRMpMAR3LAhzg,Montesacro Pinseria Brooklyn,"""['432 Union Ave', 'Brooklyn, NY 11211']""","""{'latitude': 40.71338, 'longitude': -73.95136}""",2024-02-19 14:01:02.851701,"""{'address1': '432 Union Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['432 Union Ave', 'Brooklyn, NY 11211']}""",4.4,277,11211,Italian
Hb-eDht12T4kjNtsa0y7vA,Mexi,"""['149 N 9th St', 'Brooklyn, NY 11249']""","""{'latitude': 40.719315, 'longitude': -73.95669}""",2024-02-19 14:01:18.698723,"""{'address1': '149 N 9th St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['149 N 9th St', 'Brooklyn, NY 11249']}""",4.4,8,11249,Italian
ry7XCoXXxS0DxRmzZLFybw,Taqueria Gramercy,"""['218 3rd Ave', 'New York, NY 10003']""","""{'latitude': 40.7363, 'longitude': -73.98531}""",2024-02-19 14:01:33.310366,"""{'address1': '218 3rd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['218 3rd Ave', 'New York, NY 10003']}""",3.9,161,10003,Italian
TXLtPStqbC3acOpoHWDfYQ,SOL Mexican Cocina,"""['220 5th Ave', 'New York, NY 10001']""","""{'latitude': 40.743791, 'longitude': -73.988494}""",2024-02-19 14:01:33.639719,"""{'address1': '220 5th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['220 5th Ave', 'New York, NY 10001']}""",4.1,81,10001,Italian
1HPdyg0OLRkjHeixVmbu0Q,Cocina Del Sur,"""['40 W 38th St', 'New York, NY 10018']""","""{'latitude': 40.7515296936035, 'longitude': -73.9846572875977}""",2024-02-19 14:01:33.675270,"""{'address1': '40 W 38th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['40 W 38th St', 'New York, NY 10018']}""",4.1,158,10018,Italian
vyKBwzRdNX4yiJDIFv37iw,Oxomoco,"""['128 Greenpoint Ave', 'Brooklyn, NY 11222']""","""{'latitude': 40.7299099, 'longitude': -73.95548}""",2024-02-19 14:01:33.207302,"""{'address1': '128 Greenpoint Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['128 Greenpoint Ave', 'Brooklyn, NY 11222']}""",4.2,632,11222,Italian
ZFaIpks0AmQKdFvqYbj0QQ,Barbalu - Brooklyn,"""['68 Bergen St', 'Brooklyn, NY 11201']""","""{'latitude': 40.68675727907743, 'longitude': -73.99101547782092}""",2024-02-19 14:01:01.798619,"""{'address1': '68 Bergen St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['68 Bergen St', 'Brooklyn, NY 11201']}""",4.4,96,11201,Italian
sBCJYLPNJuagg-aJ3Y_ozQ,Cheli,"""['19 St Marks Pl', 'Ste 23', 'New York, NY 10003']""","""{'latitude': 40.72925, 'longitude': -73.9886}""",2024-02-19 14:01:11.309349,"""{'address1': '19 St Marks Pl', 'address2': 'Ste 23', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['19 St Marks Pl', 'Ste 23', 'New York, NY 10003']}""",4.2,348,10003,Italian
qBGKigOGn_flCx1apxPzlA,Piccola Cucina Osteria,"""['196 Spring St', 'New York, NY 10012']""","""{'latitude': 40.72503127956934, 'longitude': -74.0032820972858}""",2024-02-19 14:01:02.351750,"""{'address1': '196 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['196 Spring St', 'New York, NY 10012']}""",4.3,815,10012,Italian
Be1Y-vAEMgo7lqL5alXgDA,Taverna Di Bacco,"""['175 Ludlow St', 'New York, NY 10002']""","""{'latitude': 40.72191, 'longitude': -73.98768}""",2024-02-19 14:01:02.945200,"""{'address1': '175 Ludlow St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['175 Ludlow St', 'New York, NY 10002']}""",4.3,359,10002,Italian
2u8T56A4qu-MjeuT-v7s_g,Casa Bocado,"""['341 Broome St', 'New York, NY 10013']""","""{'latitude': 40.71958, 'longitude': -73.99484}""",2024-02-19 14:01:18.523988,"""{'address1': '341 Broome St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['341 Broome St', 'New York, NY 10013']}""",4.5,125,10013,Italian
BbMUXd69i0tlWS2aoppwaQ,El Camion,"""['194 Ave A', 'New York, NY 10009']""","""{'latitude': 40.7291717528508, 'longitude': -73.98111043269348}""",2024-02-19 14:01:18.643030,"""{'address1': '194 Ave A', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['194 Ave A', 'New York, NY 10009']}""",3.9,774,10009,Italian
DQuwci5xgJxXx7dxxp9FBA,Taqueria St. Marks Place,"""['79 St Marks Pl', 'New York, NY 10003']""","""{'latitude': 40.72788723475379, 'longitude': -73.98557625767012}""",2024-02-19 14:01:33.329333,"""{'address1': '79 St Marks Pl', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['79 St Marks Pl', 'New York, NY 10003']}""",4.2,491,10003,Italian
Lp8vAE5nHSt5zbu-lSGK8A,Hop Lee Restaurant,"""['16 Mott St', 'New York, NY 10013']""","""{'latitude': 40.71422, 'longitude': -73.99864}""",2024-02-19 14:01:10.707296,"""{'address1': '16 Mott St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['16 Mott St', 'New York, NY 10013']}""",3.9,392,10013,Italian
83zDAk03lFXkgImgkLhT9w,Chi Restaurant & Bar,"""['492 9th Ave', 'New York, NY 10018']""","""{'latitude': 40.75547, 'longitude': -73.99439}""",2024-02-19 14:01:03.229337,"""{'address1': '492 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['492 9th Ave', 'New York, NY 10018']}""",4.3,127,10018,Italian
Zk8UgB9MDoIHWFYgAxNlIQ,De Mole,"""['2 Hope St', 'Brooklyn, NY 11211']""","""{'latitude': 40.71377, 'longitude': -73.95786}""",2024-02-19 14:01:18.504886,"""{'address1': '2 Hope St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['2 Hope St', 'Brooklyn, NY 11211']}""",4.4,283,11211,Italian
DynFEEWtMX76qeqviUbOdA,Mille Nonne,"""['88 Essex St', 'Ste 47', 'Inside Essex Market on the Ground Floor', 'New York, NY 10002']""","""{'latitude': 40.717949, 'longitude': -73.988181}""",2024-02-19 14:01:02.254883,"""{'address1': '88 Essex St', 'address2': 'Ste 47', 'address3': 'Inside Essex Market on the Ground Floor', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['88 Essex St', 'Ste 47', 'Inside Essex Market on the Ground Floor', 'New York, NY 10002']}""",4.7,66,10002,Italian
IsL7iowOZXZ5i8G5RgQgRA,Dim Sum Palace,"""['123 William St', 'New York, NY 10038']""","""{'latitude': 40.709308, 'longitude': -74.007136}""",2024-02-19 14:01:11.270998,"""{'address1': '123 William St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['123 William St', 'New York, NY 10038']}""",3.8,33,10038,Italian
V-FCEicobl5Su-R7EVJQNA,La Lanterna Di Vittorio,"""['129 MacDougal St', 'New York, NY 10012']""","""{'latitude': 40.73069, 'longitude': -74.00015}""",2024-02-19 14:01:02.161915,"""{'address1': '129 MacDougal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['129 MacDougal St', 'New York, NY 10012']}""",4.2,1685,10012,Italian
IpBG_nY_opO9Zy-xNBEQCg,La Chilaquería - New York,"""['139 W 28th St', 'New York, NY 10001']""","""{'latitude': 40.746995, 'longitude': -73.992207}""",2024-02-19 14:01:33.274041,"""{'address1': '139 W 28th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['139 W 28th St', 'New York, NY 10001']}""",4.7,108,10001,Italian
DFRpXRHjOHBxYHiuvwaEQQ,Rosa Mexicano,"""['61 Columbus Ave', 'New York, NY 10023']""","""{'latitude': 40.77115637915222, 'longitude': -73.9831131}""",2024-02-19 14:01:19.190577,"""{'address1': '61 Columbus Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['61 Columbus Ave', 'New York, NY 10023']}""",3.5,1562,10023,Italian
dEOv8_ivdHp85OK_TDQh_g,Da Andrea - Chelsea,"""['160 8th Ave', 'New York, NY 10011']""","""{'latitude': 40.742041, 'longitude': -74.000467}""",2024-02-19 14:01:02.064950,"""{'address1': '160 8th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['160 8th Ave', 'New York, NY 10011']}""",4.5,54,10011,Italian
rFeNJtqgMWf2tWy-RB6jgg,Torrisi,"""['275 Mulberry St', 'New York, NY 10012']""","""{'latitude': 40.72430313694441, 'longitude': -73.99543783926944}""",2024-02-19 14:01:02.370185,"""{'address1': '275 Mulberry St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['275 Mulberry St', 'New York, NY 10012']}""",4.5,162,10012,Italian
UK1oGbr8GU2rufpnJR4-HQ,Joe's Home of Soup Dumplings,"""['7 E 48th St', 'between Fifth and Madison avenues', 'New York, NY 10017']""","""{'latitude': 40.75723, 'longitude': -73.97702}""",2024-02-19 14:01:10.815048,"""{'address1': '7 E 48th St', 'address2': 'between Fifth and Madison avenues', 'address3': None, 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['7 E 48th St', 'between Fifth and Madison avenues', 'New York, NY 10017']}""",4.5,586,10017,Italian
'-Gc5sTFxoXM3Tiv_dkSJZg,Cecconi's Dumbo,"""['55 Water St', 'Brooklyn, NY 11201']""","""{'latitude': 40.7033063330116, 'longitude': -73.9916549604523}""",2024-02-19 14:01:01.889214,"""{'address1': '55 Water St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['55 Water St', 'Brooklyn, NY 11201']}""",3.5,1101,11201,Italian
e7krRmyE5upHv2gsEOdR8w,Mayamezcal,"""['304 E 6th St', 'New York, NY 10003']""","""{'latitude': 40.72711, 'longitude': -73.98817}""",2024-02-19 14:01:25.947589,"""{'address1': '304 E 6th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['304 E 6th St', 'New York, NY 10003']}""",4.0,626,10003,Italian
Xjswj531-FkRZPpcccU6kQ,Vida Verde,"""['248 W 55th St', 'New York, NY 10019']""","""{'latitude': 40.7649503286729, 'longitude': -73.9828372257363}""",2024-02-19 14:01:18.622475,"""{'address1': '248 W 55th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['248 W 55th St', 'New York, NY 10019']}""",4.3,1636,10019,Italian
dgaNriM1VdI2nGochhHE_g,Casa Enrique,"""['5-48 49th Ave', 'Long Island City, NY 11101']""","""{'latitude': 40.743404338358, 'longitude': -73.954350367693}""",2024-02-19 14:01:26.043004,"""{'address1': '5-48 49th Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['5-48 49th Ave', 'Long Island City, NY 11101']}""",4.2,1544,11101,Italian
R5jpETY0OshPn-AeJjs0fA,Dos Caminos,"""['475 W Broadway', 'New York, NY 10012']""","""{'latitude': 40.7266452, 'longitude': -73.9999024}""",2024-02-19 14:01:19.170662,"""{'address1': '475 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['475 W Broadway', 'New York, NY 10012']}""",3.3,1261,10012,Italian
Sp-vnk-waTvKblG_88M4TA,Trapizzino,"""['144 Orchard St', 'New York, NY 10002']""","""{'latitude': 40.72043, 'longitude': -73.98894}""",2024-02-19 14:01:01.853784,"""{'address1': '144 Orchard St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['144 Orchard St', 'New York, NY 10002']}""",4.4,322,10002,Italian
CoSXktG_8Q_c3WD2CB4GuA,Dos Caminos,"""['480 Lexington Ave', 'New York, NY 10167']""","""{'latitude': 40.75423281781175, 'longitude': -73.97427953549227}""",2024-02-19 14:01:18.563026,"""{'address1': '480 Lexington Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10167', 'country': 'US', 'state': 'NY', 'display_address': ['480 Lexington Ave', 'New York, NY 10167']}""",3.2,44,10167,Italian
Q1TpfbuPwKPFrNFyu-u2_g,Han Dynasty,"""['1 Dekalb Ave', 'Brooklyn, NY 11201']""","""{'latitude': 40.69128889156491, 'longitude': -73.98261035889554}""",2024-02-19 14:01:18.042579,"""{'address1': '1 Dekalb Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['1 Dekalb Ave', 'Brooklyn, NY 11201']}""",3.7,440,11201,Italian
16ZnHpuaaBt92XWeJHCC5A,Olio e Più,"""['3 Greenwich Ave', 'New York, NY 10014']""","""{'latitude': 40.733798036104304, 'longitude': -73.99977392649927}""",2024-02-19 14:01:01.744068,"""{'address1': '3 Greenwich Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['3 Greenwich Ave', 'New York, NY 10014']}""",4.5,5313,10014,Italian
M-odQWSEfsR2mVEw7nKG-g,Nyonya,"""['199 Grand St', 'New York, NY 10013']""","""{'latitude': 40.719116974367, 'longitude': -73.9968322948353}""",2024-02-19 14:01:11.077209,"""{'address1': '199 Grand St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['199 Grand St', 'New York, NY 10013']}""",3.9,2402,10013,Italian
kr5fRwdHtVwPPwSJxm9Fkg,Il Posto Accanto,"""['190 E 2nd St', 'New York, NY 10009']""","""{'latitude': 40.72238, 'longitude': -73.98403}""",2024-02-19 14:01:02.574992,"""{'address1': '190 E 2nd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['190 E 2nd St', 'New York, NY 10009']}""",4.3,327,10009,Italian
jc7lVTvmYMIK5RNpENtS6w,Szechuan Mountain House,"""['23 St Marks Pl', 'New York, NY 10003']""","""{'latitude': 40.72911, 'longitude': -73.98858}""",2024-02-19 14:01:10.307578,"""{'address1': '23 St Marks Pl', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['23 St Marks Pl', 'New York, NY 10003']}""",4.3,726,10003,Italian
xq0cX_DgxiJMXwhmEl9kUA,Café China,"""['59 W 37th St', 'New York, NY 10018']""","""{'latitude': 40.75158498670787, 'longitude': -73.98582411501887}""",2024-02-19 14:01:11.116957,"""{'address1': '59 W 37th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['59 W 37th St', 'New York, NY 10018']}""",3.9,1960,10018,Italian
RzKR9QcYP03EQ_8DxTxowg,Barrio Chino,"""['253 Broome St', 'New York, NY 10002']""","""{'latitude': 40.718022, 'longitude': -73.990026}""",2024-02-19 14:01:18.680102,"""{'address1': '253 Broome St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['253 Broome St', 'New York, NY 10002']}""",3.9,1181,10002,Italian
V3USzFEGhuoXez4G2Rk11A,Tavola,"""['488 9th Ave', 'New York, NY 10018']""","""{'latitude': 40.755403, 'longitude': -73.994516}""",2024-02-19 14:01:02.872024,"""{'address1': '488 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['488 9th Ave', 'New York, NY 10018']}""",4.1,1407,10018,Italian
